EVENT,MATCH_PATTERN,PATTERN_REGEX,REGEX_GROUP_0,REGEX_GROUP_1,URL,REF_DATE,LOG_TIMESTAMP,SLUG_URL,FILE_NAME
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,"CONVERSAO DA COTA:PAGAMENTO:13 DE 19AV. ATAULFO DE PAIVA NO 153 | 5O E 8O ANDARES | LEBLON | RIO DE JANEIRO | CEP 22440-033 SAC: 0800-77-20202 | OUVIDORIA: 0800-722-3730AGOZSADSZ&/ &/&ZGYEA&SDZA>^^/&/KWJ>/D+0D+0I. REGRAS DE MOVIMENTACAO: OS PEDIDOS DE APLICACAO PODEM SER REALIZADOS 2A A 6A FEIRA, EXCETO FERIADO NACIONAL OU DIA SEM FUNCIONAMENTO DA B3.II. OS PEDIDOS RECEBIDOS EM DIAS NAO UTEIS OU APOS O HORARIO LIMITE INDICADO ACIMA, SERAO PROCESSADOS NO DIA UTIL SUBSEQUENTE, OBSERVADOS OS PRAZOS APLICAVEIS.III. INTERVALO PARA ATUALIZACAO DO VALOR DA COTA: DIARIAMENTE.IV. TRANSFERENCIA DE COTAS: AS COTAS NAO PODEM SER OBJETO DE CESSAO OU TRANSFERENCIA, EXCETO NOS CASOS EXCEPCIONAIS PREVISTOS NAS DISPOSICOES REGULATORIAS EM VIGOR.V. OUTRAS INFORMACOES: OUTRAS INFORMACOES REFERENTES A MOVIMENTACAO DE COTAS, INCLUINDO, SEM LIMITACAO, HORARIO LIMITE PARA SOLICITACAO DE APLICACAO E RESGATE E/OU VALORES MINIMOS PARA APLICACAO E RESGATE ESTAO APRESENTADAS EM FORMULARIO ESPECIFICO DISPONIVEL NO SITE DA ADMINISTRADORA.D.APLICACAO, AMORTIZACAO E RESGATEI. VALOR DA COTA: O VALOR DA COTA DO DIA E RESULTANTE DA DIVISAO DO VALOR DO PATRIMONIO LIQUIDO DA CLASSE PELO NUMERO DE COTAS EMITIDAS DO DIA ANTERIOR, DEVIDAMENTE ATUALIZADO POR 1 (UM) DIA PELO CDI. OS EVENTUAIS AJUSTES DECORRENTES DAS MOVIMENTACOES OCORRIDAS DURANTE O DIA DEVEM SER LANCADOS CONTRA O PATRIMONIO DO FUNDO (COTA DE ABERTURA).II. FORMA DE APLICACAO: APLICACAO DE RECURSOS NA CLASSE E O PAGAMENTO","PAGAMENTO:13 DE 19AV. ATAULFO DE PAIVA NO 153 | 5O E 8O ANDARES | LEBLON | RIO DE JANEIRO | CEP 22440-033 SAC: 0800-77-20202 | OUVIDORIA: 0800-722-3730AGOZSADSZ&/ &/&ZGYEA&SDZA>^^/&/KWJ>/D+0D+0I. REGRAS DE MOVIMENTACAO: OS PEDIDOS DE APLICACAO PODEM SER REALIZADOS 2A A 6A FEIRA, EXCETO FERIADO NACIONAL OU DIA SEM FUNCIONAMENTO DA B3.II. OS PEDIDOS RECEBIDOS EM DIAS NAO UTEIS OU APOS O HORARIO LIMITE INDICADO ACIMA, SERAO PROCESSADOS NO DIA UTIL SUBSEQUENTE, OBSERVADOS OS PRAZOS APLICAVEIS.III. INTERVALO PARA ATUALIZACAO DO VALOR DA COTA: DIARIAMENTE.IV. TRANSFERENCIA DE COTAS: AS COTAS NAO PODEM SER OBJETO DE CESSAO OU TRANSFERENCIA, EXCETO NOS CASOS EXCEPCIONAIS PREVISTOS NAS DISPOSICOES REGULATORIAS EM VIGOR.V. OUTRAS INFORMACOES: OUTRAS INFORMACOES REFERENTES A MOVIMENTACAO DE COTAS, INCLUINDO, SEM LIMITACAO, HORARIO LIMITE PARA SOLICITACAO DE APLICACAO E RESGATE E/OU VALORES MINIMOS PARA APLICACAO E RESGATE ESTAO APRESENTADAS EM FORMULARIO ESPECIFICO DISPONIVEL NO SITE DA ADMINISTRADORA.D.APLICACAO, AMORTIZACAO E RESGATEI. VALOR DA COTA: O VALOR DA COTA DO DIA E RESULTANTE DA DIVISAO DO VALOR DO PATRIMONIO LIQUIDO DA CLASSE PELO NUMERO DE COTAS EMITIDAS DO DIA ANTERIOR, DEVIDAMENTE ATUALIZADO POR 1 (UM) DIA PELO CDI. OS EVENTUAIS AJUSTES DECORRENTES DAS MOVIMENTACOES OCORRIDAS DURANTE O DIA DEVEM SER LANCADOS CONTRA O PATRIMONIO DO FUNDO (COTA DE ABERTURA).II. FORMA DE APLICACAO: APLICACAO DE RECURSOS NA CLASSE E O",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_49784_131536_2025_04.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:40:36.397805+0000,DOC_REGUL_49784_131536_2025_04.pdf,
NOME_FUNDO,XP_1,(?i)instrumento\s*particular\s*de\s*altera..o\s*do\s*regulamento\s*d[o|a]\s*([^*]+?)\s*cnpj,INSTRUMENTO PARTICULAR DE ALTERACAO DO REGULAMENTO DO TREND PE VII FUNDO DE INVESTIMENTO EM COTAS RENDA FIXA SIMPLES RESPONSABILIDADE LIMITADACNPJ,TREND PE VII FUNDO DE INVESTIMENTO EM COTAS RENDA FIXA SIMPLES RESPONSABILIDADE LIMITADA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_49784_131536_2025_04.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:40:36.397805+0000,DOC_REGUL_49784_131536_2025_04.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_49784_131536_2025_04.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:40:36.397805+0000,DOC_REGUL_49784_131536_2025_04.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68252_133363_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:40:49.172178+0000,DOC_REGUL_68252_133363_2025_05.pdf,
CNPJ,XP_3,(?i)cnpj\s*n.\s*([^*]+?)\s*..fundo,CNPJ NO 47.033.019/0001-06 (FUNDO,47.033.019/0001-06,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68252_133363_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:40:49.172178+0000,DOC_REGUL_68252_133363_2025_05.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:ABERTOPRAZO,ABERTO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68252_133363_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:40:49.172178+0000,DOC_REGUL_68252_133363_2025_05.pdf,
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+0PAGAMENTO,D+0,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68252_133363_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:40:49.172178+0000,DOC_REGUL_68252_133363_2025_05.pdf,
NOME_FUNDO,XP_2,(?i)ata\s*da\s*assembl[e|e]ia\s*geral\s*extraordin.ria\s*d[o|a]\s*([^*]+?)\s*cnpj,ATA DA ASSEMBLEIA GERAL EXTRAORDINARIA DO TREND B50 PREV XP SEGUROS FUNDO DE INVESTIMENTO EM COTAS RENDA FIXA RESPONSABILIDADE LIMITADACNPJ,TREND B50 PREV XP SEGUROS FUNDO DE INVESTIMENTO EM COTAS RENDA FIXA RESPONSABILIDADE LIMITADA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68252_133363_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:40:49.172178+0000,DOC_REGUL_68252_133363_2025_05.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68252_133363_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:40:49.172178+0000,DOC_REGUL_68252_133363_2025_05.pdf,
CLASSE,XP_3,(?i)(subclasse\s*[^*]+?);,"SUBCLASSES DE COTAS EM UM MESMO FUNDO, COM DIREITOS E OBRIGACOES DISTINTOS. A ALTERACAO DO REGULAMENTO REALIZADA POR MEIO DO PRESENTE INSTRUMENTO DE ALTERACAO VISA INSTITUIR A CRIACAO DA CLASSE, NA QUALIDADE DE CLASSE UNICA DE COTAS, SEM QUE HAJA QUALQUER ALTERACAO EM RELACAO AOS DIREITOS E OBRIGACOES DOS COTISTAS;","SUBCLASSES DE COTAS EM UM MESMO FUNDO, COM DIREITOS E OBRIGACOES DISTINTOS. A ALTERACAO DO REGULAMENTO REALIZADA POR MEIO DO PRESENTE INSTRUMENTO DE ALTERACAO VISA INSTITUIR A CRIACAO DA CLASSE, NA QUALIDADE DE CLASSE UNICA DE COTAS, SEM QUE HAJA QUALQUER ALTERACAO EM RELACAO AOS DIREITOS E OBRIGACOES DOS COTISTAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_45772_133371_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:40:59.552258+0000,DOC_REGUL_45772_133371_2025_05.pdf,
CNPJ,XP_1,(?i)cnpj/mf\s*n\s*.\s*([^*]+?)\s+.{17},"CNPJ/MF NO 38.653.774/0001-94(FUNDO)I. DATA, HORA E LOCA",38.653.774/0001-94(FUNDO)I.,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_45772_133371_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:40:59.552258+0000,DOC_REGUL_45772_133371_2025_05.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:FECHADOPRAZO,FECHADO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_45772_133371_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:40:59.552258+0000,DOC_REGUL_45772_133371_2025_05.pdf,
CONVERSAO_COTA,BTG_3,(?i)(convers.o\s*[^*]+?);,"CONVERSAO DA AMORTIZACAO O FECHAMENTO DE 02 DE MAIODE 2025 E LIQUIDACAO EM 07 DE MAIO DE 2025, DE MODO QUE OS RECURSOS SERAO DISPONIBILIZADOS AOS COTISTAS NA CONTRACORRENTE DE SUA TITULARIDADE CADASTRADA NO REGISTRO DE COTISTAS DO FUNDO.        4 DE 4AV. ATAULFO DE PAIVA, NO 153 | 5O E 8O ANDARES | LEBLON | RIO DE JANEIRO | CEP 22440-033SAC: 0800-77-20202 | OUVIDORIA: 0800-722-3730EM RAZAO DA APROVACAO DA AMORTIZACAO ACIMA EXPOSTA, OS COTISTAS DECLARARAM, ATRAVES DA MANIFESTACAO DE VOTO, QUE TEM CIENCIA E CONCORDAM QUE:A)O VALOR ESTABELECIDO PARA A AMORTIZACAO ESTARA SUJEITO AO CUMPRIMENTO DAS OBRIGACOESFISCAIS PREVISTAS NA LEGISLACAO APLICAVEL;","CONVERSAO DA AMORTIZACAO O FECHAMENTO DE 02 DE MAIODE 2025 E LIQUIDACAO EM 07 DE MAIO DE 2025, DE MODO QUE OS RECURSOS SERAO DISPONIBILIZADOS AOS COTISTAS NA CONTRACORRENTE DE SUA TITULARIDADE CADASTRADA NO REGISTRO DE COTISTAS DO FUNDO.        4 DE 4AV. ATAULFO DE PAIVA, NO 153 | 5O E 8O ANDARES | LEBLON | RIO DE JANEIRO | CEP 22440-033SAC: 0800-77-20202 | OUVIDORIA: 0800-722-3730EM RAZAO DA APROVACAO DA AMORTIZACAO ACIMA EXPOSTA, OS COTISTAS DECLARARAM, ATRAVES DA MANIFESTACAO DE VOTO, QUE TEM CIENCIA E CONCORDAM QUE:A)O VALOR ESTABELECIDO PARA A AMORTIZACAO ESTARA SUJEITO AO CUMPRIMENTO DAS OBRIGACOESFISCAIS PREVISTAS NA LEGISLACAO APLICAVEL",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_45772_133371_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:40:59.552258+0000,DOC_REGUL_45772_133371_2025_05.pdf,
NOME_FUNDO,XP_2,(?i)ata\s*da\s*assembl[e|e]ia\s*geral\s*extraordin.ria\s*d[o|a]\s*([^*]+?)\s*cnpj,ATA DA ASSEMBLEIA GERAL EXTRAORDINARIA DO MODALMAIS BIRGER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADOCNPJ,MODALMAIS BIRGER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_45772_133371_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:40:59.552258+0000,DOC_REGUL_45772_133371_2025_05.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_45772_133371_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:40:59.552258+0000,DOC_REGUL_45772_133371_2025_05.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_85366_130486_2025_04.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:09.927028+0000,DOC_REGUL_85366_130486_2025_04.pdf,
CNPJ,XP_3,(?i)cnpj\s*n.\s*([^*]+?)\s*..fundo,CNPJ NO 57.976.525/0001-84(FUNDO,57.976.525/0001-84,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_85366_130486_2025_04.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:09.927028+0000,DOC_REGUL_85366_130486_2025_04.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:ABERTOPRAZO,ABERTO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_85366_130486_2025_04.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:09.927028+0000,DOC_REGUL_85366_130486_2025_04.pdf,
CONVERSAO_COTA,XP_5,(?i)convers.o\s*da\s*cota[:|]\s*pagamento[:|]\s*[^*]+?(d\+\d{1}\s[^*]+?)\s*d\+[^.]+?\s*movimenta..o,CONVERSAO DA COTA:PAGAMENTO:       14 DE 19AV. ATAULFO DE PAIVA NO 153 | 5O E 8O ANDARES | LEBLON | RIO DE JANEIRO | CEP 22440-033SAC: 0800-77-20202 | OUVIDORIA: 0800-722-3730AGOZSADSZ&/ &/&ZGYEA&SDZAD+0 DIAS CORRIDOSD+0 DIAS UTEIS CONTADOS APOS A CONVERSAOMOVIMENTACAO,D+0 DIAS CORRIDOS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_85366_130486_2025_04.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:09.927028+0000,DOC_REGUL_85366_130486_2025_04.pdf,
NOME_FUNDO,XP_2,(?i)ata\s*da\s*assembl[e|e]ia\s*geral\s*extraordin.ria\s*d[o|a]\s*([^*]+?)\s*cnpj,ATA DA ASSEMBLEIA GERAL EXTRAORDINARIA DO VRB LIQUIDEZ FUNDO DE INVESTIMENTO EM COTAS RENDA FIXA CREDITO PRIVADOCNPJ,VRB LIQUIDEZ FUNDO DE INVESTIMENTO EM COTAS RENDA FIXA CREDITO PRIVADO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_85366_130486_2025_04.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:09.927028+0000,DOC_REGUL_85366_130486_2025_04.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_85366_130486_2025_04.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:09.927028+0000,DOC_REGUL_85366_130486_2025_04.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_81014_135786_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:20.263299+0000,DOC_REGUL_81014_135786_2025_05.pdf,
CNPJ,XP_1,(?i)cnpj/mf\s*n\s*.\s*([^*]+?)\s+.{17},CNPJ/MF NO 54.473.794/0001-30PELO PRESENTE INSTRUME,54.473.794/0001-30PELO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_81014_135786_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:20.263299+0000,DOC_REGUL_81014_135786_2025_05.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:ABERTOPRAZO,ABERTO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_81014_135786_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:20.263299+0000,DOC_REGUL_81014_135786_2025_05.pdf,
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+1 DIAS UTEISPAGAMENTO,D+1 DIAS UTEIS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_81014_135786_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:20.263299+0000,DOC_REGUL_81014_135786_2025_05.pdf,
NOME_FUNDO,BNP_1,"(?i)instrumento\s*particular\s*de\s*[^*]+?\s*d[a|e|o]\s*([^*]+?)[\,|\s*]cnpj","INSTRUMENTO PARTICULAR DE ALTERACAO DO ALOCACAO TATICA FUNDO DE INVESTIMENTO EM ACOESCNPJ/MF NO 54.473.794/0001-30PELO PRESENTE INSTRUMENTO PARTICULAR DE ALTERACAO (INSTRUMENTO DE ALTERACAO), A XP INVESTIMENTOS CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A., INSTITUICAO FINANCEIRA COM SEDE NA AVENIDA ATAULFO DE PAIVA, NO 153, 5O E 8O ANDARES, LEBLON, NA CIDADE E ESTADO DO RIO DE JANEIRO, CEP 22440-033, INSCRITA NO CADASTRO NACIONAL DA PESSOA JURIDICA DO MINISTERIO DA FAZENDA (CNPJ/MF) SOB O NO 02.332.886/0001-04 (ADMINISTRADORA), DEVIDAMENTE AUTORIZADA PELA COMISSAO DE VALORES MOBILIARIOS (CVM) A PRESTAR OS SERVICOS DE ADMINISTRACAO DE CARTEIRA DE VALORES MOBILIARIOS, CONFORME O ATO DECLARATORIO CVM NO 10.460, DE 26 DE JUNHO DE 2009, E A ORIZ ASSET MANAGEMENT LTDA, INSCRITA NO CNPJ","ALOCACAO TATICA FUNDO DE INVESTIMENTO EM ACOESCNPJ/MF NO 54.473.794/0001-30PELO PRESENTE INSTRUMENTO PARTICULAR DE ALTERACAO (INSTRUMENTO DE ALTERACAO), A XP INVESTIMENTOS CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A., INSTITUICAO FINANCEIRA COM SEDE NA AVENIDA ATAULFO DE PAIVA, NO 153, 5O E 8O ANDARES, LEBLON, NA CIDADE E ESTADO DO RIO DE JANEIRO, CEP 22440-033, INSCRITA NO CADASTRO NACIONAL DA PESSOA JURIDICA DO MINISTERIO DA FAZENDA (CNPJ/MF) SOB O NO 02.332.886/0001-04 (ADMINISTRADORA), DEVIDAMENTE AUTORIZADA PELA COMISSAO DE VALORES MOBILIARIOS (CVM) A PRESTAR OS SERVICOS DE ADMINISTRACAO DE CARTEIRA DE VALORES MOBILIARIOS, CONFORME O ATO DECLARATORIO CVM NO 10.460, DE 26 DE JUNHO DE 2009, E A ORIZ ASSET MANAGEMENT LTDA, INSCRITA NO",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_81014_135786_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:20.263299+0000,DOC_REGUL_81014_135786_2025_05.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_81014_135786_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:20.263299+0000,DOC_REGUL_81014_135786_2025_05.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_39417_135383_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:30.740916+0000,DOC_REGUL_39417_135383_2025_05.pdf,
CNPJ,XP_3,(?i)cnpj\s*n.\s*([^*]+?)\s*..fundo,"CNPJ NO 32.239.012/0001-60I. DATA, HORA E LOCAL: REALIZADA, POR MEIO DE CONSULTA FORMAL, EXCLUSIVAMENTE DE FORMA ELETRONICA E REMOTA, NOS TERMOS DO REGULAMENTO DO FUNDO","32.239.012/0001-60I. DATA, HORA E LOCAL: REALIZADA, POR MEIO DE CONSULTA FORMAL, EXCLUSIVAMENTE DE FORMA ELETRONICA E REMOTA, NOS TERMOS DO REGULAMENTO D",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_39417_135383_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:30.740916+0000,DOC_REGUL_39417_135383_2025_05.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:ABERTOPRAZO,ABERTO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_39417_135383_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:30.740916+0000,DOC_REGUL_39417_135383_2025_05.pdf,
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+5 DIAS UTEISPAGAMENTO,D+5 DIAS UTEIS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_39417_135383_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:30.740916+0000,DOC_REGUL_39417_135383_2025_05.pdf,
NOME_FUNDO,XP_2,(?i)ata\s*da\s*assembl[e|e]ia\s*geral\s*extraordin.ria\s*d[o|a]\s*([^*]+?)\s*cnpj,ATA DA ASSEMBLEIA GERAL EXTRAORDINARIA DO SPARTA PREVIDENCIA ADVISORY XP SEGUROS FUNDO DE INVESTIMENTO EM COTAS RENDA FIXA CREDITO PRIVADO RESPONSABILIDADE LIMITADACNPJ,SPARTA PREVIDENCIA ADVISORY XP SEGUROS FUNDO DE INVESTIMENTO EM COTAS RENDA FIXA CREDITO PRIVADO RESPONSABILIDADE LIMITADA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_39417_135383_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:30.740916+0000,DOC_REGUL_39417_135383_2025_05.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_39417_135383_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:41:30.740916+0000,DOC_REGUL_39417_135383_2025_05.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_47342_134503_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:42:41.454104+0000,DOC_REGUL_47342_134503_2025_05.pdf,
